ward,year,category,location,cost
23,2012,Alley Speed Hump,W ARCHER AVE & W 54TH ST & S NASHVILLE AVE & S,1400.0
23,2012,Alley Speed Hump,W 62ND ST & W 63RD ST & S NEENAH AVE & S NATCHEZ,1400.0
23,2012,Concrete Alley,S KILBOURN AVE & S KENNETH AVE & W 53RD ST & DEAD,112000.0
23,2012,Curb & Gutter,ON S NEENAH AVE FROM W 54 ST (5400 S) TO W ARCHER AV,1789.0
23,2012,Curb & Gutter,6101 W 59th Street,13830.0
23,2012,Curb & Gutter,ON W 60TH ST FROM S NAGLE AV (6432 W) TO S NATCHEZ,5758.0
23,2012,Curb & Gutter,ON S MASON AVE FROM W 56 ST (5600 S) TO W 57 ST (5700 S),2280.0
23,2012,Curb & Gutter,ON S MCVICKER AVE FROM W 56 ST (5600 S) TO W 57 ST,766.0
23,2012,Curb & Gutter,ON W 59TH ST FROM S MOBILE AV (6300 W) TO S,7038.0
23,2012,Curb & Gutter,ON S NARRAGANSETT AVE FROM W 59 ST (5900 S) TO W 60,6263.0
23,2012,Curb & Gutter,ON S NASHVILLE AVE FROM W 51 ST (5100 S) TO W 52 ST,1371.0
23,2012,Curb & Gutter,ON S NATOMA AVE FROM W 57 ST (5700 S) TO W 58 ST (5800,3421.0
23,2012,Curb & Gutter,ON S AVERS AVE FROM W 52 ST (5200 S) TO W 53 ST (5300 S),6108.0
23,2012,Curb & Gutter,ON S MERRIMAC AVE FROM W 58 ST (5800 S) TO W 59 ST,2542.0
23,2012,Curb & Gutter,ON W 64TH ST FROM S NOTTINGHAM AV (7100 W) TO S,3090.0
23,2012,Curb & Gutter,ON S KILDARE AVE FROM W 51 ST (5100 S) TO W 52 ST (5200,3697.0
23,2012,Curb & Gutter,ON S NORMANDY AVE FROM W 64 PL (6432 S) TO W 64 ST,1943.0
23,2012,Curb & Gutter,ON S NAGLE AVE FROM W 56 ST (5600 S) TO W 57 ST (5700 S),1430.0
23,2012,Curb & Gutter,ON S MOBILE AVE FROM W 55 ST (5500 S) TO W 56 ST (5600,2500.0
23,2012,Curb & Gutter,ON S NARRAGANSETT AVE FROM W 53 ST (5300 S) TO W 54,902.0
23,2012,Curb & Gutter,ON W 59TH ST FROM S MEADE AV (6100 W) TO S MELVINA,18523.0
23,2012,Curb & Gutter,ON S MCVICKER AVE FROM W 51 ST (5100 S) TO W 52 ST,319.0
23,2012,Curb & Gutter,ON S MASON AVE FROM W 55 ST (5500 S) TO W 56 ST (5600 S),20090.0
23,2012,Curb & Gutter,5557 S Mason,13115.0
23,2012,Curb & Gutter,ON S NEWLAND AVE FROM W 53 ST (5300 S) TO W 54 ST,1330.0
23,2012,Curb & Gutter,ON S LAMON AVE FROM W 50 ST (5000 S) TO W 51 ST (5100 S),1680.0
23,2012,Curb & Gutter,ON S MULLIGAN AVE FROM W 60 ST (6000 S) TO W 61 ST,2155.0
23,2012,Curb & Gutter,ON S NEWLAND AVE FROM W 51 ST (5100 S) TO W 52 ST,1644.0
23,2012,Curb & Gutter,ON S MONITOR AVE FROM W 55 ST (5500 S) TO W 56 ST (5600,8357.0
23,2012,Curb & Gutter,ON S AUSTIN AVE FROM W 58 ST (5800 S) TO W 59 ST (5900 S),1403.0
23,2012,Curb & Gutter,ON S MENARD AVE FROM W 55 ST (5500 S) TO W 56 ST (5600,2651.0
23,2012,Curb & Gutter,5314 S Narragansett,2261.0
23,2012,Miscellaneous Other,ON S HAMLIN AVE FROM 5200 S TO W 52ND ST (5200 S),8155.0
23,2012,Miscellaneous Other,5807 W 55th,2770.0
23,2012,Sidewalk,ON S NASHVILLE AVE FROM W 52 ST (5200 S) TO W 53 ST,3371.0
23,2012,Sidewalk,ON S NARRAGANSETT AVE FROM W 51 ST (5100 S) TO W 52,2069.0
23,2012,Sidewalk,ON S LUNA AVE FROM W 52 ST (5200 S) TO S ARCHER AV,1559.0
23,2012,Sidewalk,ON S MCVICKER AVE FROM W 60 ST (6000 S) TO W 61 ST,12289.0
23,2012,Sidewalk,ON S MOBILE AVE FROM W 52 ST (5200 S) TO W 53 ST (5300,2370.0
23,2012,Sidewalk,ON 55 FROM S KENNETH AV (4432 W) TO S KILBOURN AV,11454.0
23,2012,Sidewalk,ON W 64TH ST FROM S NASHVILLE AV (6600 W) TO S,8188.0
23,2012,Sidewalk,ON S LARAMIE AVE FROM W 48 ST (4800 S) TO W 49 ST (4900,2222.0
23,2012,Sidewalk,ON W 55TH ST FROM S KOSTNER AV (4400 W) TO S,14803.0
23,2012,Sidewalk,ON S MOBILE AVE FROM W 58 ST (5800 S) TO W 59 ST (5900,2194.0
23,2012,Sidewalk,ON S MELVINA AVE FROM W 53 ST (5300 S) TO W 54 ST (5400,20403.0
23,2012,Sidewalk,ON S MENARD AVE FROM W 51 ST (5100 S) TO W 52 ST (5200,1311.0
23,2012,Sidewalk,ON S MASON AVE FROM W 52 ST (5200 S) TO W 53 ST (5300 S),2173.0
23,2012,Sidewalk,ON S MELVINA AVE FROM W 57 ST (5700 S) TO W 58 ST (5800,7486.0
23,2012,Sidewalk,ON S MENARD AVE FROM W 52 ST (5200 S) TO W 53 ST (5300,937.0
23,2012,Sidewalk,Sidewalk & C&G change orders various locations,100000.0
23,2012,Sidewalk,ON W 63RD PL FROM S NARRAGANSETT AV (6400 W) TO S,597.0
23,2012,Sidewalk,ON S NARRAGANSETT AVE FROM W 53 ST (5300 S) TO W 54,2165.0
23,2012,Sidewalk,ON S MONITOR AVE FROM W 55 ST (5500 S) TO W 56 ST (5600,2103.0
23,2012,Sidewalk,ON S NATCHEZ AVE FROM W 51 ST (5100 S) TO W 52 ST (5200,4204.0
23,2012,Sidewalk,ON S MULLIGAN AVE FROM W 55 ST (5500 S) TO W 56 ST,14763.0
23,2012,Sidewalk,ON S KEATING AVE FROM W 49 ST (4900 S) TO W 50 ST (5000,679.0
23,2012,Sidewalk,ON S NASHVILLE AVE FROM W 61 ST (6100 S) TO W 62 ST,12954.0
23,2012,Sidewalk,ON S AUSTIN AVE FROM W 60 ST (6000 S) TO W 61 ST (6100 S),1930.0
23,2012,Sidewalk,ON S MEADE AVE FROM W 58 ST (5800 S) TO W 59 ST (5900 S),2027.0
23,2012,Sidewalk,ON S NEW ENGLAND AVE FROM W ARCHER AV (5500 S) TO,1928.0
23,2012,Sidewalk,ON S MELVINA AVE FROM W 58 ST (5800 S) TO W 59 ST (5900,273.0
23,2012,Sidewalk,ON S KOLIN AVE FROM W 50 ST (5000 S) TO S ARCHER AV,15250.0
23,2012,Sidewalk,ON W 53RD ST FROM S NOTTINGHAM AV (7100 W) TO S,309.0
23,2012,Sidewalk,ON S MERRIMAC AVE FROM W 51 ST (5100 S) TO W 52 ST,1456.0
23,2012,Sidewalk,ON S RUTHERFORD AVE FROM W 58 ST (5800 S) TO W 59 ST,7424.0
23,2012,Sidewalk,ON S MOODY AVE FROM W 62 ST (6200 S) TO W 63 ST (6300,2514.0
23,2012,Sidewalk,ON S MERRIMAC AVE FROM W 54 ST (5400 S) TO W 55 ST,9469.0
23,2012,Sidewalk,ON S KILPATRICK AVE FROM W 47 ST (4700 S) TO W 48 ST,11653.0
23,2012,Sidewalk,ON S KEATING AVE FROM W 43 ST (4300 S) TO W 44 ST (4400,2129.0
23,2012,Sidewalk,ON S MCVICKER AVE FROM W 56 ST (5600 S) TO W 57 ST,848.0
23,2012,Sidewalk,ON S AUSTIN AVE FROM W 56 ST (5600 S) TO W 57 ST (5700 S),16359.0
23,2012,Sidewalk,ON S MEADE AVE FROM W 60 ST (6000 S) TO W 61 ST (6100 S),1872.0
23,2012,Sidewalk,ON W 63RD PL FROM S NATCHEZ AV (6500 W) TO S,2616.0
23,2012,Sidewalk,ON S LOTUS AVE FROM W 52 ST (5200 S) TO S ARCHER AV,2445.0
23,2012,Sidewalk,ON W 59TH ST FROM S MELVINA AV (6200 W) TO S MOBILE,24180.0
23,2012,Sidewalk,ON S MASON AVE FROM W 57 ST (5700 S) TO W 58 ST (5800 S),2143.0
23,2012,Sidewalk,ON S MAYFIELD AVE FROM W 58 ST (5800 S) TO W 59 ST,2100.0
23,2012,Sidewalk,ON S KILPATRICK AVE FROM W 44 ST (4400 S) TO W 45 ST,1989.0
23,2012,Sidewalk,ON S LAWNDALE AVE FROM W 51 ST (5100 S) TO W 52 ST,4745.0
23,2012,Sidewalk,ON S LONG AVE FROM W 54 ST (5400 S) TO W 55 ST (5500 S),723.0
23,2012,Street Bump Outs,ON S LUNA AVE FROM W 52 ST (5200 S) TO W 52 ST (5200 S),13581.0
23,2012,Street Resurfacing,ON S NEVA AVE FROM W ARCHER AV (5500 S) TO W 56 ST,49312.0
23,2012,Street Resurfacing,ON W 56TH ST FROM S PARKSIDE AV (5632 W) TO Dead End,27648.0
23,2012,Street Resurfacing,ON W 52ND ST FROM S CENTRAL AV (5600 W) TO S MAJOR,64370.0
23,2012,Street Resurfacing,ON S RUTHERFORD AVE FROM W ARCHER AV (5500 S) TO W,54232.0
23,2012,Street Resurfacing,ON S MENARD AVE FROM W 56 ST (5600 S) TO W 57 ST (5700,39587.0
23,2012,Street Resurfacing,ON S LAWNDALE AVE FROM W 51 ST (5100 S) TO W 55 ST,166167.0
23,2012,Street Speed Hump,ON S MAYFIELD AVE FROM W 56 ST (5600 S) TO W 57 ST,3700.0
23,2012,Street Speed Hump,ON S LARAMIE AVE FROM W 45 ST (4500 S) TO W 46 ST (4600,3700.0
23,2012,Street Speed Hump,ON S TRIPP AVE FROM W 50 ST (5000 S) TO W 51 ST (5100 S),1850.0
23,2012,Street Speed Hump,ON S RIDGEWAY AVE FROM W 51 ST (5100 S) TO W 52 ST,3700.0
23,2012,Street Speed Hump,ON S LATROBE AVE FROM W 51 ST (5100 S) TO W 52 ST (5200,3700.0
23,2012,Street Speed Hump,ON S KENNETH AVE FROM W 50 ST (5000 S) TO W 51 ST (5100,3700.0
23,2012,Street Speed Hump,ON S MCVICKER AVE FROM W 56 ST (5600 S) TO W 57 ST,3700.0
23,2012,Street Speed Hump,ON S LAWLER AVE FROM W 46 ST (4600 S) TO W 47 ST (4700,3700.0
23,2012,Floodlight,6843 W 60TH PL,1000.0
23,2012,Street Light Arterial,5558 S MENARD AVE,5000.0
23,2012,Chicago Park District,Archer Playground,150000.0
23,2012,Chicago Park District,Valley Forge,100000.0
24,2012,Alley Resurfacing,W 12TH PL & W 13TH PL & S ST LOUIS AVE & S CENTRAL,34823.0
24,2012,Bollard,3012 W 21ST PL,261.0
24,2012,Concrete Alley,"Gladys, Van Buren, Dead End, Kilpatrick",148082.0
24,2012,Curb & Gutter,ON S ST LOUIS AVE FROM W ROOSEVELT RD (1200 S) TO W,11303.0
24,2012,Curb & Gutter,ON S KOSTNER AVE FROM W 15 ST (1500 S) TO W 16 ST (1600,3133.0
24,2012,Curb & Gutter,ON W DOUGLAS BLVD FROM S KEDZIE AV (3200 W) TO S,87909.0
24,2012,Sidewalk,ON S HOMAN AVE FROM W 19 ST (1900 S) TO W 21 ST (2046,56800.0
24,2012,Sidewalk,ON W CERMAK RD FROM S KILDARE AV (4300 W) TO S,1763.0
24,2012,Sidewalk,ON S KARLOV AVE FROM W LEXINGTON ST (728 S) TO W,8826.0
24,2012,Sidewalk,ON W 21ST PL FROM S KILDARE AV (4300 W) TO S KOSTNER,6983.0
24,2012,Street Resurfacing,ON S CHRISTIANA AVE FROM W ROOSEVELT RD (1200 S) TO,51514.0
24,2012,Street Resurfacing,ON W CULLERTON ST FROM S KEELER AV (4200 W) TO S,60991.0
24,2012,Street Resurfacing,ON S KILDARE AVE FROM W CONGRESS PW (500 S) TO W,32339.0
24,2012,Street Resurfacing,ON S SPRINGFIELD AVE FROM W 16 ST (1600 S) TO W OGDEN,198590.0
24,2012,Street Resurfacing,ON S KILBOURN AVE FROM W JACKSON BV (300 S) TO W,68447.0
24,2012,Street Resurfacing,ON S KOLMAR AVE FROM W JACKSON BV (300 S) TO W,81885.0
24,2012,Street Resurfacing,ON S KEELER AVE FROM W 18 ST (1800 S) TO W CULLERTON,107013.0
24,2012,Street Resurfacing,ON W 13TH ST FROM S TROY ST (3132 W) TO S KEDZIE AV,19195.0
24,2012,Street Resurfacing,ON W GRENSHAW ST FROM S KARLOV AV (4100 W) TO S,40487.0
24,2012,Street Resurfacing,ON W 13TH ST FROM S KEDZIE AV (3200 W) TO S,41667.0
24,2012,Street Resurfacing,ON W 14TH ST FROM S KOSTNER AV (4400 W) TO S,40901.0
24,2012,Street Speed Hump,ON S RIDGEWAY AVE FROM W 18 ST (1800 S) TO W 19 ST,3700.0
24,2012,Street Speed Hump,ON S KILBOURN AVE FROM W JACKSON BV (300 S) TO W,3700.0
24,2012,Street Speed Hump,ON W FIFTH AVE FROM S KILDARE AV (4300 W) TO S,3700.0
24,2012,Street Speed Hump,ON S SPRINGFIELD AVE FROM W ROOSEVELT RD (1200 S),3700.0
24,2012,Street Speed Hump,ON W CULLERTON ST FROM S KEELER AV (4200 W) TO S,3700.0
24,2012,Street Speed Hump,ON W FIFTH AVE FROM S TRIPP AV (4231 W) TO S KILDARE,1850.0
24,2012,Street Speed Hump,ON S HAMLIN AVE FROM W 16 ST (1600 S) TO W 18 ST (1800,3700.0
24,2012,Street Speed Hump,ON W 13TH PL FROM S ST LOUIS AV (3500 W) TO S CENTRAL,3700.0
24,2012,Street Speed Hump,ON W POLK ST FROM S SPAULDING AV (3300 W) TO S,3700.0
24,2012,Street Speed Hump,ON S LAWNDALE AVE FROM W FLOURNOY ST (645 S) TO W,3700.0
24,2012,Street Speed Hump,ON S KOMENSKY AVE FROM W 16 ST (1600 S) TO W 18 ST,3700.0
24,2012,Street Speed Hump,ON S MILLARD AVE FROM W 15 ST (1500 S) TO W 16 ST (1600,3700.0
24,2012,Street Speed Hump,ON W ARTHINGTON ST FROM S ALBANY AV (3100 W) TO S,3700.0
24,2012,Street Speed Hump,ON S HARDING AVE FROM W ROOSEVELT RD (1200 S) TO W,7400.0
24,2012,Street Light Pole Painting,ON OGDEN FROM S CENTRAL PARK AV (3600 W) TO S,33500.0
24,2012,Street Light Residential,ON CULLERTON FROM S KEELER AV (4200 W) TO S,128000.0
24,2012,Street Light Upgrade,1240 S ST LOUIS AVE,350.0
24,2012,Street Light Upgrade,ON MILLARD FROM W 15 ST (1500 S) TO W 16 ST (1600 S),1050.0
24,2012,Miscellaneous Other,Tree installation - 4043 W. Harrison St.,539.0
25,2012,Concrete Alley,W 24TH ST & W COULTER ST & S LEAVITT ST & S LEAVITT,115000.0
25,2012,Concrete Alley,W 23RD ST & W 23RD PL & S HOYNE AVE & S LEAVITT ST,92000.0
25,2012,Concrete Alley,W 21ST ST & W 21ST PL & S HOYNE AVE & S LEAVITT ST,253000.0
25,2012,Concrete Alley,18th Pl/18th St/Hoyne/Leavitt,17691.0
25,2012,Concrete Alley,W 23RD ST & W CERMAK RD & S LEAVITT ST & S BELL AVE,79000.0
25,2012,Concrete Alley,W 23RD ST & W COULTER ST & S SEELEY AVE & S HOYNE,92000.0
25,2012,Miscellaneous Other,18th St / Blue Island & Loomis decorative planter fencing,33443.0
25,2012,Miscellaneous Other,W 18TH ST & S LOOMIS BLVD planting at Independence Plaza,2576.0
25,2012,Miscellaneous Other,W 18TH ST & S LOOMIS BLVD Monument Stone Repair,7030.0
25,2012,Miscellaneous Other,W 18TH ST & S PAULINA ST Bike Racks,1500.0
25,2012,Sidewalk,ON W 19TH ST FROM S BISHOP ST (1444 W) TO S LAFLIN ST,25259.0
25,2012,Sidewalk,ON W 23RD ST FROM S HOYNE AV (2100 W) TO S LEAVITT,2628.0
25,2012,Sidewalk,ON S HOYNE AVE FROM W 23 PL (2332 S) TO W 23 PL (2332 S),5118.0
25,2012,Sidewalk,ON W 18TH ST FROM S PAULINA ST (1700 W) TO S WOOD ST,11634.0
25,2012,Sidewalk,ON S BLUE ISLAND AVE FROM W 18 ST (1800 S) TO W 18 ST,9305.0
25,2012,Sidewalk,ON W 22ND PL FROM S HOYNE AV (2100 W) TO S LEAVITT,16217.0
25,2012,Street Resurfacing,ON W VERNON PARK PL FROM S MORGAN ST (950 W) TO S,106728.0
25,2012,Street Resurfacing,ON S CARPENTER ST FROM W POLK ST (800 S) TO W,55597.0
25,2012,Street Speed Hump,ON W 16TH ST FROM S ASHLAND AV (1600 W) TO S PAULINA,3700.0
25,2012,Floodlight,ON SANGAMON FROM W 21 ST (2100 S) TO W CULLERTON,3000.0
25,2012,Street Light Upgrade,927 W CULLERTON ST,350.0
25,2012,Chicago Park District,Claremont Playlot Park,75000.0
25,2012,Chicago Park District,"Sheridan Park - 2012 (TPC = $185,000) , 2013 menu",185000.0
25,2012,Chicago Park District,Harrison Park - Athletic Field,100000.0
25,2012,High Definition Camera,958 W. Cullerton,22500.0
25,2012,High Definition Camera,1858 W. 17th St.,22500.0
25,2012,High Definition Camera,1758 W. Cermak,22500.0
25,2012,Miscellaneous Other,Plaza Tenochtitlan - CPAG,85000.0
25,2012,School Projects,Benito Juarez High School - public art,50000.0
26,2012,Alley Resurfacing,W POTOMAC AVE & W GRAND AVE & N LAWNDALE AVE &,21323.0
26,2012,Curb & Gutter,ON N MAPLEWOOD AVE FROM W DIVISION ST (1200 N) TO,6006.0
26,2012,Curb & Gutter,ON W LE MOYNE ST FROM N KEDZIE AV (3200 W) TO N,113943.0
26,2012,Curb & Gutter,ON W REFECTORY DR FROM W HUMBOLT DR TO W,78593.0
26,2012,"In-Road ""State Law Stop",N RIDGEWAY AVE & W ARMITAGE AVE,960.0
26,2012,"In-Road ""State Law Stop",N MONTICELLO AVE & W ARMITAGE AVE,800.0
26,2012,"In-Road ""State Law Stop",W ARMITAGE AVE & N LAWNDALE AVE,950.0
26,2012,"In-Road ""State Law Stop",N CALIFORNIA AVE & W CRYSTAL ST,410.0
26,2012,Miscellaneous Other,N KEDZIE AVE & W EVERGREEN AVE In-Road Signs,191.0
26,2012,Miscellaneous Other,ON N KEDZIE AVE FROM W NORTH AVE (1600 N) TO W,1200.0
26,2012,Miscellaneous Other,Division Street Gateways,45711.0
26,2012,Street Resurfacing,ON W HIRSCH ST FROM N MONTICELLO AV (3626 W) TO N,27060.0
26,2012,Street Resurfacing,ON N LEAVITT ST FROM W OHIO ST (600 N) TO W RACE AV,14584.0
26,2012,Street Resurfacing,ON W POTOMAC AVE FROM N HOMAN AV (3400 W) TO N,62545.0
26,2012,Street Resurfacing,ON N FRANCISCO AVE FROM W CORTEZ ST (1036 N) TO W,24876.0
26,2012,Street Speed Hump,ON N ALBANY AVE FROM W WABANSIA AV (1700 N) TO W,3700.0
26,2012,Street Speed Hump,ON W BEACH AVE FROM N HOMAN AV (3400 W) TO N ST,3700.0
26,2012,Street Speed Hump,ON N MONTICELLO AVE FROM W CORTLAND ST (1900 N) TO,3700.0
26,2012,Street Speed Hump,ON N MONTICELLO AVE FROM W LE MOYNE ST (1500 N) TO,3700.0
26,2012,Street Speed Hump,ON W POTOMAC AVE FROM N ROCKWELL ST (2600 W) TO N,3700.0
26,2012,Left-Turn Arrow,W GRAND AVE & W DIVISION ST,70000.0
26,2012,Left-Turn Arrow,N CENTRAL PARK & W DIVISION ST,70000.0
26,2012,Left-Turn Arrow,W NORTH AVE & N HOMAN BLVD,70000.0
26,2012,Street Light Residential,ON ROCKWELL FROM W DIVISION ST (1200 N) TO W NORTH,256000.0
26,2012,Street Light Residential,ON EVERGREEN FROM N ROCKWELL ST (2600 W) TO N,128000.0
26,2012,Street Light Residential,ON MOZART FROM W AUGUSTA BV (1000 N) TO W,128000.0
26,2012,Street Light Upgrade,3756 W CORTLAND ST,350.0
26,2012,Street Light Upgrade,ON EVERGREEN FROM N ROCKWELL ST (2600 W) TO N,2100.0
26,2012,Street Light Upgrade,3506 W WABANSIA AVE,350.0
26,2012,Street Light Upgrade,ON MONTICELLO FROM W POTOMAC AV (1300 N) TO W,1750.0
26,2012,Street Light Upgrade,ON KIMBALL FROM W WABANSIA AV (1700 N) TO W,3200.0
26,2012,Chicago Park District,Humboldt Park - concrete slabs for food trucks,150000.0
26,2012,High Definition Camera,Northwest corner of Kedzie and Evergreen,22500.0
27,2012,Alley Speed Hump,N CARPENTER ST & W HURON ST&N MILWAUKEE AVE & N,700.0
27,2012,Alley Speed Hump,N ST LOUIS AVE & N DRAKE AVE & W THOMAS ST & W,700.0
27,2012,Concrete Alley,N ABERDEEN ST & N CARPENTER ST & W CARROLL AVE &,150000.0
27,2012,Concrete Alley,N SANGAMON ST & DEAD END & W WASHINGTON BLVD &,78000.0
27,2012,Concrete Alley,W THOMAS ST & W CORTEZ ST & N MILWAUKEE AVE & N,291000.0
27,2012,Sidewalk,ON W CHICAGO AVE FROM N WELLS ST (200 W) TO N,18807.0
27,2012,Sidewalk,ON N CARPENTER ST FROM N MILWAUKEE AV (742 N) TO W,66407.0
27,2012,Sidewalk,ON N ALBANY AVE FROM W FULTON BV (300 N) TO W,22605.0
27,2012,Sidewalk,ON W THOMAS ST FROM N ST LOUIS AV (3500 W) TO N,18226.0
27,2012,Sidewalk,ON W HARRISON ST FROM S SACRAMENTO BLVD (3000 W),1590.0
27,2012,Street Resurfacing,ON N HAMLIN AVE FROM W THOMAS ST (1100 N) TO W,53802.0
27,2012,Street Resurfacing,ON W INSTITUTE PL FROM N FRANKLIN ST (300 W) TO N,44143.0
27,2012,Street Speed Hump,ON N MONTICELLO AVE FROM W THOMAS ST (1100 N) TO,3700.0
27,2012,Street Speed Hump,ON N LAWNDALE AVE FROM W OHIO ST (600 N) TO W,3700.0
27,2012,Street Light Arterial,N SPRINGFIELD AVE & W POTOMAC AVE,3500.0
27,2012,Street Light Pole Painting,ON MADISON FROM S ASHLAND AV (1600 W) TO S,1624.0
27,2012,Street Light Residential,ON HAMLIN FROM W FERDINAND ST (500 N) TO W OHIO ST,64000.0
27,2012,Street Light Residential,ON MONTICELLO FROM W OHIO ST (600 N) TO W HURON ST,72000.0
27,2012,Street Light Residential,ON FULTON FROM N SACRAMENTO BV (3000 W) TO N,128000.0
27,2012,Street Light Residential,ON HOMAN FROM W OHIO ST (600 N) TO W HURON ST (700,128000.0
27,2012,Street Light Residential,ON CENTRAL PARK FROM W AUGUSTA BV (1000 N) TO W,144000.0
27,2012,Street Light Upgrade,2824 W WALNUT ST,350.0
27,2012,Street Light Upgrade,ON N RIDGEWAY AVE FROM W OHIO ST (600 N) TO W,1750.0
27,2012,Street Light Upgrade,ON N HAMLIN AVE FROM W OHIO ST (600 N) TO W,2000.0
27,2012,Street Light Upgrade,ON MADISON FROM S ASHLAND AV (1600 W) TO S,10000.0
27,2012,Traffic Equipment,ON MADISON FROM S ASHLAND AV (1600 W) TO S,10600.0
28,2012,Alley Apron,ON S KILBOURN AVE FROM S TO W WILCOX ST (120 S),11220.0
28,2012,Alley Apron,ON S KILDARE AVE FROM 310 S TO W JACKSON BLVD (300,13527.0
28,2012,Alley Apron,ON S SPRINGFIELD AVE FROM 140 S TO W WILCOX ST (130,9035.0
28,2012,Alley Resurfacing,N HAMLIN BLVD & N HARDING AVE & W MAYPOLE AVE &,80650.0
28,2012,Alley Resurfacing,W WEST END AVE & W WASHINGTON BLVD & N KOSTNER,2862.0
28,2012,Alley Resurfacing,N HAMLIN BLVD & N PULASKI RD & W WEST END AVE & W,80674.0
28,2012,Alley Resurfacing,W JACKSON BLVD & W VAN BUREN ST & S CHRISTIANA,9678.0
28,2012,Alley Resurfacing,N HAMLIN BLVD & N PULASKI RD & W WEST END AVE & W,42836.0
28,2012,Curb & Gutter,ON W WILCOX ST FROM S KILDARE AV (4300 W) TO S,117224.0
28,2012,Curb & Gutter,ON W WASHINGTON BLVD FROM N LOCKWOOD AV (5300,89628.0
28,2012,Curb & Gutter,ON S ALBANY AVE FROM W POLK ST (810 S) TO W,31782.0
28,2012,Curb & Gutter,ON W JACKSON BLVD FROM S KILPATRICK AV (4700 W) TO,40303.0
28,2012,Curb & Gutter,ON S ALBANY AVE FROM W ROOSEVELT RD (1200 S) TO W,53460.0
28,2012,Sidewalk,ON W RACE AVE FROM N CICERO AVE (4800 W) TO N,566.0
28,2012,Sidewalk,ON W RACE AVE FROM N KILPATRICK AV (4700 W) TO N,1432.0
28,2012,Sidewalk,ON W LEXINGTON ST FROM S SACRAMENTO BV (3000 W),585.0
28,2012,Street Resurfacing,ON S CLAREMONT AVE FROM W POLK ST (800 S) TO W,66042.0
28,2012,Street Resurfacing,ON W MAYPOLE AVE FROM N CICERO AV (4800 W) TO N,66311.0
28,2012,Street Resurfacing,ON W QUINCY ST FROM S LARAMIE AV (5200 W) TO S,45210.0
28,2012,Street Resurfacing,ON W WILCOX ST FROM S KOSTNER AV (4400 W) TO S,70386.0
28,2012,Street Resurfacing,ON N LOREL AVE FROM W MADISON ST (0 N) TO W,56383.0
28,2012,Street Resurfacing,ON N LONG AVE FROM W WEST END AV (152 N) TO W,51841.0
28,2012,Street Resurfacing,ON N KILBOURN AVE FROM W MAYPOLE AV (200 N) TO W,25177.0
28,2012,Street Resurfacing,ON N CENTRAL PARK AVE FROM W LAKE ST (220 N) TO W,55897.0
28,2012,Street Resurfacing,ON N LECLAIRE AVE FROM W KINZIE ST (410 N) TO W,38477.0
28,2012,Street Resurfacing,ON W ADAMS ST FROM S PULASKI RD (4000 W) TO S,212110.0
28,2012,Street Speed Hump,ON W HURON ST FROM N KILPATRICK AV (4700 W) TO N,3700.0
28,2012,Street Speed Hump,ON N LEAMINGTON AVE FROM W WEST END AVE (150 N),3700.0
28,2012,Floodlight,ON KENTON FROM W MADISON ST (0 N) TO W WEST END,2000.0
28,2012,Floodlight,N LA CROSSE AVE & W MAYPOLE AVE,1000.0
28,2012,Floodlight,ON KENTON FROM W MADISON ST (0 N) TO W JACKSON BV,2000.0
28,2012,Floodlight,ON KENTON FROM W MONROE ST (100 S) TO W WILCOX ST,1500.0
28,2012,Street Light Pole Painting,ON CONGRESS FROM S HAMLIN BV (3752 W) TO S PULASKI,3600.0
28,2012,Street Light Upgrade,ON MOZART FROM W FILLMORE ST (1028 S) TO W,1400.0
28,2012,Street Light Upgrade,ON FILLMORE FROM S CALIFORNIA AV (2800 W) TO S,2450.0
28,2012,Street Light Upgrade,ON FRANCISCO FROM W FILLMORE ST (1028 S) TO W,1400.0
28,2012,Street Light Upgrade,ON KENTON FROM W MADISON ST (0 N) TO W WEST END,350.0
28,2012,Street Light Upgrade,259 N PULASKI RD,3850.0
28,2012,Street Light Upgrade,ON CONGRESS FROM S HAMLIN BV (3752 W) TO S PULASKI,4800.0
28,2012,Street Light Upgrade,ON WILCOX FROM S KEELER AV (4200 W) TO S KOSTNER,2450.0
28,2012,Street Light Upgrade,ON CALIFORNIA FROM W FILLMORE ST (1028 S) TO W,2000.0
28,2012,Street Light Upgrade,4549 W WEST END AVE,350.0
28,2012,Street Light Upgrade,3858 W MADISON ST,350.0
28,2012,Street Light Upgrade,3844 W MADISON ST,350.0
28,2012,Street Light Upgrade,4530 W WILCOX ST,350.0
28,2012,High Definition Camera,Relocate POD camera from Kostner & Monroe to Kostner & Wilcox,1800.0
28,2012,High Definition Camera,Relocate POD camera from 3502 W. Carroll to Walnut & St. Louis,1800.0
28,2012,High Definition Camera,Relocate POD camera from 2710 W. Harrison to 3000 W. Harrison,1800.0
28,2012,High Definition Camera,Relocate POD camera from 4701 W. Superior to Van Buren &,1800.0
28,2012,High Definition Camera,Relocate POD camera from 3902 W. Gladys to 3858 W. Jackson,1800.0
29,2012,Alley Resurfacing,S PARKSIDE AVE & S WALLER AVE & W MADISON ST & W,73706.0
29,2012,Alley Resurfacing,S MAYFIELD AVE & S MENARD AVE & W MADISON ST & W,69652.0
29,2012,Alley Resurfacing,S MAYFIELD AVE & S MASON AVE & W FILLMORE ST & W,48031.0
